ListerVSGonly,cluster0,Tb427_040040300
ListerVSGonly,cluster1,Tb427_000546300:pseudogene
ListerVSGonly,cluster1,Tb427_000081900:pseudogene
ListerVSGonly,cluster1,Tb427_000088700:pseudogene
ListerVSGonly,cluster1,Tb427_000158100:pseudogene
ListerVSGonly,cluster1,Tb427_000581200:pseudogene
ListerVSGonly,cluster1,Tb427_000606300:pseudogene
ListerVSGonly,cluster1,Tb427_010018500:pseudogene
ListerVSGonly,cluster1,Tb427_000369300:pseudogene
ListerVSGonly,cluster10,Tb427_000576700:pseudogene
ListerVSGonly,cluster10,Tb427_000510200:pseudogene
ListerVSGonly,cluster10,Tb427_000293900:pseudogene
ListerVSGonly,cluster100,Tb427_000230800
ListerVSGonly,cluster1000,Tb427_000049800:pseudogene
ListerVSGonly,cluster1001,Tb427_000031600:pseudogene
ListerVSGonly,cluster1001,Tb427_000438200:pseudogene
ListerVSGonly,cluster1002,Tb427_000238000:pseudogene
ListerVSGonly,cluster1003,Tb427_000070000:pseudogene
ListerVSGonly,cluster1004,Tb427_000252600:pseudogene
ListerVSGonly,cluster1005,Tb427_000631400:pseudogene
ListerVSGonly,cluster1006,Tb427_000168400:pseudogene
ListerVSGonly,cluster1006,Tb427_000416400
ListerVSGonly,cluster1006,Tb427_000048400:pseudogene
ListerVSGonly,cluster1006,Tb427_000527600
ListerVSGonly,cluster1007,Tb427_000356500
ListerVSGonly,cluster1008,Tb427_000391200
ListerVSGonly,cluster1008,Tb427_000189300
ListerVSGonly,cluster1009,Tb427_000263900
ListerVSGonly,cluster1009,Tb427_000140600
ListerVSGonly,cluster101,Tb427_000066400
ListerVSGonly,cluster1010,Tb427_000564100:pseudogene
ListerVSGonly,cluster1010,Tb427_000554700:pseudogene
ListerVSGonly,cluster1010,Tb427_000033300:pseudogene
ListerVSGonly,cluster1011,Tb427_000566100
ListerVSGonly,cluster1012,Tb427_000340500:pseudogene
ListerVSGonly,cluster1012,Tb427_000432000:pseudogene
ListerVSGonly,cluster1013,Tb427_000418800:pseudogene
ListerVSGonly,cluster1013,Tb427_000163600:pseudogene
ListerVSGonly,cluster1013,Tb427_000606200:pseudogene
ListerVSGonly,cluster1013,Tb427_000081600:pseudogene
ListerVSGonly,cluster1013,Tb427_000158200:pseudogene
ListerVSGonly,cluster1013,Tb427_000146800:pseudogene
ListerVSGonly,cluster1014,Tb427_000542800:pseudogene
ListerVSGonly,cluster1014,Tb427_000393800
ListerVSGonly,cluster1014,Tb427_000229800:pseudogene
ListerVSGonly,cluster1015,Tb427_000185400
ListerVSGonly,cluster1015,Tb427_000037700:pseudogene
ListerVSGonly,cluster1016,Tb427_000329900
ListerVSGonly,cluster1016,Tb427_000527300
ListerVSGonly,cluster1017,Tb427_000384500
ListerVSGonly,cluster1017,Tb427_000122400:pseudogene
ListerVSGonly,cluster1018,Tb427_000292100:pseudogene
ListerVSGonly,cluster1018,Tb427_000257400
ListerVSGonly,cluster1018,Tb427_000271500:pseudogene
ListerVSGonly,cluster1019,Tb427_000208500:pseudogene
ListerVSGonly,cluster102,Tb427_000138900:pseudogene
ListerVSGonly,cluster102,Tb427_000038700:pseudogene
ListerVSGonly,cluster102,Tb427_000439600:pseudogene
ListerVSGonly,cluster1020,Tb427_000300600:pseudogene
ListerVSGonly,cluster1021,Tb427_000141100:pseudogene
ListerVSGonly,cluster1022,Tb427_000355600:pseudogene
ListerVSGonly,cluster1022,Tb427_000540000:pseudogene
ListerVSGonly,cluster1023,Tb427_000250400:pseudogene
ListerVSGonly,cluster1023,Tb427_000519100
ListerVSGonly,cluster1023,Tb427_000391500:pseudogene
ListerVSGonly,cluster1024,Tb427_000259800:pseudogene
ListerVSGonly,cluster1025,Tb427_000246000
ListerVSGonly,cluster1025,Tb427_000108900:pseudogene
ListerVSGonly,cluster1025,Tb427_000175200:pseudogene
ListerVSGonly,cluster1026,Tb427_000227600:pseudogene
ListerVSGonly,cluster1026,Tb427_000151700:pseudogene
ListerVSGonly,cluster1026,Tb427_000356400:pseudogene
ListerVSGonly,cluster1027,Tb427_000238200
ListerVSGonly,cluster1028,Tb427_000344900:pseudogene
ListerVSGonly,cluster1028,Tb427_000251500:pseudogene
ListerVSGonly,cluster1029,Tb427_000173600
ListerVSGonly,cluster103,Tb427_000183800:pseudogene
ListerVSGonly,cluster103,Tb427_000465200:pseudogene
ListerVSGonly,cluster1030,Tb427_000149200:pseudogene
ListerVSGonly,cluster1031,Tb427_000451600:pseudogene
ListerVSGonly,cluster1032,Tb427_000188900
ListerVSGonly,cluster1032,Tb427_000321200
ListerVSGonly,cluster1033,Tb427_000394700:pseudogene
ListerVSGonly,cluster1034,Tb427_000357900:pseudogene
ListerVSGonly,cluster1034,Tb427_000219700
ListerVSGonly,cluster1035,Tb427_000388200:pseudogene
ListerVSGonly,cluster1035,Tb427_000308300:pseudogene
ListerVSGonly,cluster1035,Tb427_000346600:pseudogene
ListerVSGonly,cluster1035,Tb427_000599100:pseudogene
ListerVSGonly,cluster1035,Tb427_000424700:pseudogene
ListerVSGonly,cluster1035,Tb427_000063700:pseudogene
ListerVSGonly,cluster1036,Tb427_000353000
ListerVSGonly,cluster1036,Tb427_000624200:pseudogene
ListerVSGonly,cluster1036,Tb427_000474900
ListerVSGonly,cluster1036,Tb427_000507700
ListerVSGonly,cluster1036,Tb427_000065800
ListerVSGonly,cluster1037,Tb427_000176300
ListerVSGonly,cluster1038,Tb427_000403300
ListerVSGonly,cluster1038,Tb427_000233900:pseudogene
ListerVSGonly,cluster1038,Tb427_000523500:pseudogene
ListerVSGonly,cluster1038,Tb427_000074800:pseudogene
ListerVSGonly,cluster1039,Tb427_000527400:pseudogene
ListerVSGonly,cluster1039,Tb427_000290900:pseudogene
ListerVSGonly,cluster1039,Tb427_000026300:pseudogene
ListerVSGonly,cluster1039,Tb427_000416600
ListerVSGonly,cluster104,Tb427_000312300:pseudogene
ListerVSGonly,cluster104,Tb427_000622200:pseudogene
ListerVSGonly,cluster104,Tb427_000355000
ListerVSGonly,cluster104,Tb427_000283700
ListerVSGonly,cluster1040,Tb427_000203200:pseudogene
ListerVSGonly,cluster1040,Tb427_000221000:pseudogene
ListerVSGonly,cluster1041,Tb427_000390500:pseudogene
ListerVSGonly,cluster1041,Tb427_000218100:pseudogene
ListerVSGonly,cluster1041,Tb427_000243600:pseudogene
ListerVSGonly,cluster1041,Tb427_000054700:pseudogene
ListerVSGonly,cluster1042,Tb427_000117200:pseudogene
ListerVSGonly,cluster1043,Tb427_000550400:pseudogene
ListerVSGonly,cluster1044,Tb427_000370100:pseudogene
ListerVSGonly,cluster1045,Tb427_000601700:pseudogene
